,chromosome,start,end,GC,AT,N
8644,chr5,40200001,40300000,0.36801,0.63199,0
8645,chr5,40300001,40400000,0.37542,0.62458,0
8646,chr5,40400001,40500000,0.3859,0.6141,0
8647,chr5,40500001,40600000,0.37762,0.62238,0
8648,chr5,40600001,40700000,0.39145,0.60855,0
8649,chr5,40700001,40800000,0.38528,0.61472,0
8650,chr5,40800001,40900000,0.42796,0.57204,0
8651,chr5,40900001,41000000,0.38848,0.61152,0
8652,chr5,41000001,41100000,0.38795,0.61205,0
8653,chr5,41100001,41200000,0.36883,0.63117,0
8654,chr5,41200001,41300000,0.373,0.627,0
8655,chr5,41300001,41400000,0.37601,0.62399,0
8656,chr5,41400001,41500000,0.36906,0.63094,0
8657,chr5,41500001,41600000,0.38118,0.61882,0
8658,chr5,41600001,41700000,0.38088,0.61912,0
8659,chr5,41700001,41800000,0.37394,0.62606,0
8660,chr5,41800001,41900000,0.37505,0.62495,0
8661,chr5,41900001,42000000,0.36963,0.63037,0
8662,chr5,42000001,42100000,0.36013,0.63987,0
8663,chr5,42100001,42200000,0.3784,0.6216,0
8664,chr5,42200001,42300000,0.36859,0.63141,0
8665,chr5,42300001,42400000,0.37829,0.62171,0
8666,chr5,42400001,42500000,0.39105,0.60895,0
8667,chr5,42500001,42600000,0.38603,0.61397,0
8668,chr5,42600001,42700000,0.38401,0.61599,0
8669,chr5,42700001,42800000,0.36213,0.63787,0
8670,chr5,42800001,42900000,0.39545,0.60455,0
8671,chr5,42900001,43000000,0.43181,0.56819,0
8672,chr5,43000001,43100000,0.44395,0.55605,0
8673,chr5,43100001,43200000,0.43462,0.56538,0
8674,chr5,43200001,43300000,0.41882,0.58118,0
8675,chr5,43300001,43400000,0.41527,0.58473,0
8676,chr5,43400001,43500000,0.39657,0.60343,0
8677,chr5,43500001,43600000,0.40549,0.59451,0
8678,chr5,43600001,43700000,0.38214,0.61786,0
8679,chr5,43700001,43800000,0.38606,0.61394,0
8680,chr5,43800001,43900000,0.36684,0.63316,0
8681,chr5,43900001,44000000,0.37825,0.62175,0
8682,chr5,44000001,44100000,0.37249,0.62751,0
8683,chr5,44100001,44200000,0.37642,0.62358,0
8684,chr5,44200001,44300000,0.3537,0.6463,0
8685,chr5,44300001,44400000,0.35825,0.64175,0
8686,chr5,44400001,44500000,0.35433,0.64567,0
8687,chr5,44500001,44600000,0.36722,0.63278,0
8688,chr5,44600001,44700000,0.37048,0.62952,0
8689,chr5,44700001,44800000,0.35963,0.64037,0
8690,chr5,44800001,44900000,0.35911,0.64089,0
8691,chr5,44900001,45000000,0.36902,0.63098,0
8692,chr5,45000001,45100000,0.34934,0.65066,0
8693,chr5,45100001,45200000,0.36735,0.63265,0
8694,chr5,45200001,45300000,0.36712,0.63288,0
8695,chr5,45300001,45400000,0.34262,0.65738,0
8696,chr5,45400001,45500000,0.34747,0.65253,0
8697,chr5,45600001,45700000,0.34927,0.65073,0
8698,chr5,45700001,45800000,0.37041,0.62959,0
8699,chr5,45800001,45900000,0.36407,0.63593,0
8700,chr5,46100001,46200000,0.37351,0.62649,0
8701,chr5,49600001,49700000,0.37315,0.62685,0
8702,chr5,49700001,49800000,0.38504,0.61496,0
8703,chr5,49800001,49900000,0.36481,0.63519,0
8704,chr5,49900001,50000000,0.37508,0.62492,0
8705,chr5,50000001,50100000,0.35248,0.64752,0
8706,chr5,50100001,50200000,0.36646,0.63354,0
8707,chr5,50200001,50300000,0.39275,0.60725,0
8708,chr5,50300001,50400000,0.35753,0.64247,0
8709,chr5,50400001,50500000,0.35902,0.64098,0
8710,chr5,50500001,50600000,0.35392,0.64608,0
8711,chr5,50600001,50700000,0.39148,0.60852,0
8712,chr5,50700001,50800000,0.35139,0.64861,0
8713,chr5,50800001,50900000,0.32957,0.67043,0
8714,chr5,50900001,51000000,0.35403,0.64597,0
8715,chr5,51000001,51100000,0.34951,0.65049,0
8716,chr5,51100001,51200000,0.35253,0.64747,0
8717,chr5,51200001,51300000,0.3562,0.6438,0
8718,chr5,51300001,51400000,0.34306,0.65694,0
8719,chr5,51400001,51500000,0.338,0.662,0
8720,chr5,51500001,51600000,0.34118,0.65882,0
8721,chr5,51600001,51700000,0.36167,0.63833,0
8722,chr5,51700001,51800000,0.35557,0.64443,0
8723,chr5,51800001,51900000,0.35226,0.64774,0
8724,chr5,51900001,52000000,0.37368,0.62632,0
8725,chr5,52000001,52100000,0.37888,0.62112,0
8726,chr5,52100001,52200000,0.36944,0.63056,0
8727,chr5,52200001,52300000,0.37599,0.62401,0
8728,chr5,52300001,52400000,0.37867,0.62133,0
8729,chr5,52400001,52500000,0.39524,0.60476,0
8730,chr5,52500001,52600000,0.39042,0.60958,0
8731,chr5,52600001,52700000,0.37452,0.62548,0
8732,chr5,52700001,52800000,0.39674,0.60326,0
8733,chr5,52800001,52900000,0.3772,0.6228,0
8734,chr5,52900001,53000000,0.36117,0.63883,0
8735,chr5,53000001,53100000,0.39543,0.60457,0
8736,chr5,53100001,53200000,0.40836,0.59164,0
8737,chr5,53200001,53300000,0.38785,0.61215,0
8738,chr5,53300001,53400000,0.38365,0.61635,0
8739,chr5,53400001,53500000,0.36954,0.63046,0
8740,chr5,53500001,53600000,0.39627,0.60373,0
8741,chr5,53600001,53700000,0.39837,0.60163,0
8742,chr5,53700001,53800000,0.41604,0.58396,0
8743,chr5,53800001,53900000,0.4246,0.5754,0
8744,chr5,53900001,54000000,0.41384,0.58616,0
8745,chr5,54000001,54100000,0.41066,0.58934,0
8746,chr5,54100001,54200000,0.41773,0.58227,0
8747,chr5,54200001,54300000,0.39964,0.60036,0
8748,chr5,54300001,54400000,0.40532,0.59468,0
8749,chr5,54400001,54500000,0.39163,0.60837,0
8750,chr5,54500001,54600000,0.40692,0.59308,0
8751,chr5,54600001,54700000,0.37226,0.62774,0
8752,chr5,54700001,54800000,0.38814,0.61186,0
8753,chr5,54800001,54900000,0.41536,0.58464,0
8754,chr5,54900001,55000000,0.39437,0.60563,0
8755,chr5,55000001,55100000,0.38736,0.61264,0
8756,chr5,55100001,55200000,0.40196,0.59804,0
8757,chr5,55200001,55300000,0.40951,0.59049,0
8758,chr5,55300001,55400000,0.44011,0.55989,0
8759,chr5,55400001,55500000,0.41733,0.58267,0
8760,chr5,55500001,55600000,0.42057,0.57943,0
8761,chr5,55600001,55700000,0.41464,0.58536,0
8762,chr5,55700001,55800000,0.42217,0.57783,0
8763,chr5,55800001,55900000,0.42283,0.57717,0
8764,chr5,55900001,56000000,0.41209,0.58791,0
8765,chr5,56000001,56100000,0.39931,0.60069,0
8766,chr5,56100001,56200000,0.38626,0.61374,0
8767,chr5,56200001,56300000,0.40001,0.59999,0
8768,chr5,56300001,56400000,0.40989,0.59011,0
8769,chr5,56400001,56500000,0.43423,0.56577,0
8770,chr5,56500001,56600000,0.39621,0.60379,0
8771,chr5,56600001,56700000,0.40858,0.59142,0
8772,chr5,56700001,56800000,0.40696,0.59304,0
8773,chr5,56800001,56900000,0.39797,0.60203,0
8774,chr5,56900001,57000000,0.38148,0.61852,0
8775,chr5,57000001,57100000,0.37265,0.62735,0
8776,chr5,57100001,57200000,0.38295,0.61705,0
8777,chr5,57200001,57300000,0.37768,0.62232,0
8778,chr5,57300001,57400000,0.37555,0.62445,0
8779,chr5,57400001,57500000,0.37873,0.62127,0
8780,chr5,57500001,57600000,0.37735,0.62265,0
8781,chr5,57600001,57700000,0.37269,0.62731,0
8782,chr5,57700001,57800000,0.38802,0.61198,0
8783,chr5,57800001,57900000,0.38021,0.61979,0
8784,chr5,57900001,58000000,0.38338,0.61662,0
8785,chr5,58000001,58100000,0.37913,0.62087,0
8786,chr5,58100001,58200000,0.39626,0.60374,0
8787,chr5,58200001,58300000,0.39717,0.60283,0
8788,chr5,58300001,58400000,0.37685,0.62315,0
8789,chr5,58400001,58500000,0.38188,0.61812,0
8790,chr5,58500001,58600000,0.36482,0.63518,0
8791,chr5,58600001,58700000,0.37574,0.62426,0
8792,chr5,58700001,58800000,0.37511,0.62489,0
8793,chr5,58800001,58900000,0.36262,0.63738,0
8794,chr5,58900001,59000000,0.36909,0.63091,0
8795,chr5,59000001,59100000,0.37321,0.62679,0
8796,chr5,59100001,59200000,0.38066,0.61934,0
8797,chr5,59200001,59300000,0.36851,0.63149,0
8798,chr5,59300001,59400000,0.36938,0.63062,0
8799,chr5,59400001,59500000,0.36333,0.63667,0
8800,chr5,59500001,59600000,0.36265,0.63735,0
8801,chr5,59600001,59700000,0.39215,0.60785,0
8802,chr5,59700001,59800000,0.38832,0.61168,0
8803,chr5,59800001,59900000,0.38827,0.61173,0
8804,chr5,59900001,60000000,0.39027,0.60973,0
8805,chr5,60100001,60200000,0.39345,0.60655,0
8806,chr5,60200001,60300000,0.37419,0.62581,0
8807,chr5,60300001,60400000,0.35353,0.64647,0
8808,chr5,60400001,60500000,0.37906,0.62094,0
8809,chr5,60500001,60600000,0.41334,0.58666,0
8810,chr5,60600001,60700000,0.41007,0.58993,0
8811,chr5,60700001,60800000,0.37525,0.62475,0
8812,chr5,60800001,60900000,0.40729,0.59271,0
8813,chr5,60900001,61000000,0.44001,0.55999,0
8814,chr5,61000001,61100000,0.40934,0.59066,0
8815,chr5,61100001,61200000,0.3986,0.6014,0
8816,chr5,61200001,61300000,0.40637,0.59363,0
8817,chr5,61300001,61400000,0.40161,0.59839,0
8818,chr5,61400001,61500000,0.41605,0.58395,0
8819,chr5,61500001,61600000,0.40604,0.59396,0
8820,chr5,61600001,61700000,0.39121,0.60879,0
8821,chr5,61700001,61800000,0.39125,0.60875,0
8822,chr5,61800001,61900000,0.37213,0.62787,0
8823,chr5,61900001,62000000,0.42029,0.57971,0
8824,chr5,62000001,62100000,0.40232,0.59768,0
8825,chr5,62100001,62200000,0.38973,0.61027,0
8826,chr5,62200001,62300000,0.37694,0.62306,0
8827,chr5,62300001,62400000,0.3828,0.6172,0
8828,chr5,62400001,62500000,0.3682,0.6318,0
8829,chr5,62500001,62600000,0.36094,0.63906,0
8830,chr5,62600001,62700000,0.3583,0.6417,0
8831,chr5,62700001,62800000,0.34589,0.65411,0
8832,chr5,62800001,62900000,0.36642,0.63358,0
8833,chr5,62900001,63000000,0.35979,0.64021,0
8834,chr5,63000001,63100000,0.36831,0.63169,0
8835,chr5,63100001,63200000,0.35905,0.64095,0
8836,chr5,63200001,63300000,0.36992,0.63008,0
8837,chr5,63300001,63400000,0.38167,0.61833,0
8838,chr5,63400001,63500000,0.38184,0.61816,0
8839,chr5,63500001,63600000,0.3734,0.6266,0
8840,chr5,63600001,63700000,0.3516,0.6484,0
8841,chr5,63700001,63800000,0.37674,0.62326,0
8842,chr5,63800001,63900000,0.3928,0.6072,0
8843,chr5,63900001,64000000,0.39494,0.60506,0
8844,chr5,64000001,64100000,0.35963,0.64037,0
8845,chr5,64100001,64200000,0.34751,0.65249,0
8846,chr5,64200001,64300000,0.36315,0.63685,0
8847,chr5,64300001,64400000,0.40624,0.59376,0
8848,chr5,64400001,64500000,0.39712,0.60288,0
8849,chr5,64500001,64600000,0.34929,0.65071,0
8850,chr5,64600001,64700000,0.35612,0.64388,0
8851,chr5,64700001,64800000,0.37003,0.62997,0
8852,chr5,64800001,64900000,0.36951,0.63049,0
8853,chr5,64900001,65000000,0.37728,0.62272,0
8854,chr5,65000001,65100000,0.40321,0.59679,0
8855,chr5,65100001,65200000,0.40505,0.59495,0
8856,chr5,65200001,65300000,0.39612,0.60388,0
8857,chr5,65300001,65400000,0.35769,0.64231,0
8858,chr5,65400001,65500000,0.37574,0.62426,0
8859,chr5,65500001,65600000,0.41368,0.58632,0
8860,chr5,65600001,65700000,0.41636,0.58364,0
8861,chr5,65700001,65800000,0.40393,0.59607,0
8862,chr5,65800001,65900000,0.39228,0.60772,0
8863,chr5,65900001,66000000,0.39498,0.60502,0
8864,chr5,66000001,66100000,0.39494,0.60506,0
8865,chr5,66100001,66200000,0.3898,0.6102,0
8866,chr5,66200001,66300000,0.39111,0.60889,0
8867,chr5,66300001,66400000,0.37682,0.62318,0
8868,chr5,66400001,66500000,0.40909,0.59091,0
8869,chr5,66500001,66600000,0.41589,0.58411,0
8870,chr5,66600001,66700000,0.38576,0.61424,0
8871,chr5,66700001,66800000,0.36565,0.63435,0
8872,chr5,66800001,66900000,0.36849,0.63151,0
8873,chr5,66900001,67000000,0.38387,0.61613,0
8874,chr5,67000001,67100000,0.38474,0.61526,0
8875,chr5,67100001,67200000,0.3819,0.6181,0
8876,chr5,67200001,67300000,0.38503,0.61497,0
8877,chr5,67300001,67400000,0.40524,0.59476,0
8878,chr5,67400001,67500000,0.40683,0.59317,0
8879,chr5,67500001,67600000,0.39707,0.60293,0
8880,chr5,67600001,67700000,0.4107,0.5893,0
8881,chr5,67700001,67800000,0.41128,0.58872,0
8882,chr5,67800001,67900000,0.39087,0.60913,0
8883,chr5,67900001,68000000,0.3889,0.6111,0
8884,chr5,68000001,68100000,0.40879,0.59121,0
8885,chr5,68100001,68200000,0.39285,0.60715,0
8886,chr5,68200001,68300000,0.41234,0.58766,0
8887,chr5,68300001,68400000,0.42535,0.57465,0
8888,chr5,68400001,68500000,0.41877,0.58123,0
8889,chr5,68500001,68600000,0.42462,0.57538,0
8890,chr5,68600001,68700000,0.4198,0.5802,0
8891,chr5,68700001,68800000,0.43466,0.56534,0
8892,chr5,70700001,70800000,0.38767,0.61233,0
8893,chr5,70800001,70900000,0.40942,0.59058,0
8894,chr5,70900001,71000000,0.40613,0.59387,0
8895,chr5,71000001,71100000,0.4116,0.5884,0
8896,chr5,71200001,71300000,0.40678,0.59322,0
8897,chr5,71300001,71400000,0.40674,0.59326,0
8898,chr5,71400001,71500000,0.42515,0.57485,0
8899,chr5,71500001,71600000,0.38877,0.61123,0
8900,chr5,71600001,71700000,0.40962,0.59038,0
8901,chr5,71700001,71800000,0.42175,0.57825,0
8902,chr5,71800001,71900000,0.41143,0.58857,0
8903,chr5,71900001,72000000,0.40951,0.59049,0
8904,chr5,72000001,72100000,0.38675,0.61325,0
8905,chr5,72100001,72200000,0.37506,0.62494,0
8906,chr5,72200001,72300000,0.40523,0.59477,0
8907,chr5,72300001,72400000,0.36483,0.63517,0
8908,chr5,72400001,72500000,0.43961,0.56039,0
8909,chr5,72500001,72600000,0.43877,0.56123,0
8910,chr5,72600001,72700000,0.42438,0.57562,0
8911,chr5,72700001,72800000,0.42902,0.57098,0
8912,chr5,72800001,72900000,0.40194,0.59806,0
8913,chr5,72900001,73000000,0.40305,0.59695,0
8914,chr5,73000001,73100000,0.39379,0.60621,0
8915,chr5,73100001,73200000,0.39096,0.60904,0
8916,chr5,73200001,73300000,0.40533,0.59467,0
8917,chr5,73300001,73400000,0.40156,0.59844,0
8918,chr5,73400001,73500000,0.41266,0.58734,0
8919,chr5,73500001,73600000,0.40671,0.59329,0
8920,chr5,73600001,73700000,0.42332,0.57668,0
8921,chr5,73700001,73800000,0.40725,0.59275,0
8922,chr5,73800001,73900000,0.41623,0.58377,0
8923,chr5,74100001,74200000,0.39385,0.60615,0
8924,chr5,74200001,74300000,0.40913,0.59087,0
8925,chr5,74300001,74400000,0.40989,0.59011,0
8926,chr5,74400001,74500000,0.36916,0.63084,0
8927,chr5,74500001,74600000,0.40011,0.59989,0
8928,chr5,74600001,74700000,0.39447,0.60553,0
8929,chr5,74700001,74800000,0.36843,0.63157,0
8930,chr5,74800001,74900000,0.36815,0.63185,0
8931,chr5,74900001,75000000,0.39822,0.60178,0
8932,chr5,75000001,75100000,0.38906,0.61094,0
8933,chr5,75100001,75200000,0.38655,0.61345,0
8934,chr5,75200001,75300000,0.39263,0.60737,0
8935,chr5,75300001,75400000,0.39129,0.60871,0
8936,chr5,75400001,75500000,0.40945,0.59055,0
8937,chr5,75500001,75600000,0.41017,0.58983,0
8938,chr5,75600001,75700000,0.44535,0.55465,0
8939,chr5,75700001,75800000,0.41631,0.58369,0
8940,chr5,75800001,75900000,0.40654,0.59346,0
8941,chr5,75900001,76000000,0.38989,0.61011,0
8942,chr5,76000001,76100000,0.43672,0.56328,0
8943,chr5,76100001,76200000,0.44829,0.55171,0
8944,chr5,76200001,76300000,0.42681,0.57319,0
8945,chr5,76300001,76400000,0.40587,0.59413,0
8946,chr5,76400001,76500000,0.4096,0.5904,0
8947,chr5,76500001,76600000,0.40907,0.59093,0
8948,chr5,76600001,76700000,0.41742,0.58258,0
8949,chr5,76700001,76800000,0.39234,0.60766,0
8950,chr5,76800001,76900000,0.36599,0.63401,0
8951,chr5,76900001,77000000,0.41131,0.58869,0
8952,chr5,77000001,77100000,0.37972,0.62028,0
8953,chr5,77100001,77200000,0.42407,0.57593,0
8954,chr5,77200001,77300000,0.4177,0.5823,0
8955,chr5,77300001,77400000,0.3705,0.6295,0
8956,chr5,77400001,77500000,0.35886,0.64114,0
8957,chr5,77500001,77600000,0.37074,0.62926,0
8958,chr5,77600001,77700000,0.39331,0.60669,0
8959,chr5,77700001,77800000,0.3827,0.6173,0
8960,chr5,77800001,77900000,0.43788,0.56212,0
8961,chr5,77900001,78000000,0.42942,0.57058,0
8962,chr5,78000001,78100000,0.42986,0.57014,0
8963,chr5,78100001,78200000,0.4077,0.5923,0
8964,chr5,78200001,78300000,0.40408,0.59592,0
8965,chr5,78300001,78400000,0.40592,0.59408,0
8966,chr5,78400001,78500000,0.41487,0.58513,0
8967,chr5,78500001,78600000,0.42282,0.57718,0
8968,chr5,78600001,78700000,0.39034,0.60966,0
8969,chr5,78700001,78800000,0.37208,0.62792,0
8970,chr5,78800001,78900000,0.41169,0.58831,0
8971,chr5,78900001,79000000,0.37547,0.62453,0
8972,chr5,79000001,79100000,0.40619,0.59381,0
8973,chr5,79100001,79200000,0.42839,0.57161,0
8974,chr5,79200001,79300000,0.4111,0.5889,0
8975,chr5,79300001,79400000,0.43082,0.56918,0
8976,chr5,79400001,79500000,0.43948,0.56052,0
8977,chr5,79500001,79600000,0.45044,0.54956,0
8978,chr5,79600001,79700000,0.40743,0.59257,0
8979,chr5,79700001,79800000,0.3847,0.6153,0
8980,chr5,79800001,79900000,0.40807,0.59193,0
8981,chr5,80000001,80100000,0.37575,0.62425,0
8982,chr5,80100001,80200000,0.39414,0.60586,0
8983,chr5,80200001,80300000,0.41293,0.58707,0
8984,chr5,80400001,80500000,0.41725,0.58275,0
8985,chr5,80500001,80600000,0.42072,0.57928,0
8986,chr5,80600001,80700000,0.40448,0.59552,0
8987,chr5,80700001,80800000,0.35843,0.64157,0
8988,chr5,80800001,80900000,0.35272,0.64728,0
8989,chr5,80900001,81000000,0.36482,0.63518,0
8990,chr5,81000001,81100000,0.38906,0.61094,0
8991,chr5,81100001,81200000,0.40377,0.59623,0
8992,chr5,81200001,81300000,0.41137,0.58863,0
8993,chr5,81300001,81400000,0.37091,0.62909,0
8994,chr5,81400001,81500000,0.37533,0.62467,0
8995,chr5,81500001,81600000,0.38699,0.61301,0
8996,chr5,81600001,81700000,0.40986,0.59014,0
8997,chr5,81700001,81800000,0.39286,0.60714,0
8998,chr5,81800001,81900000,0.38736,0.61264,0
8999,chr5,81900001,82000000,0.3798,0.6202,0
9000,chr5,82000001,82100000,0.3843,0.6157,0
9001,chr5,82100001,82200000,0.38512,0.61488,0
9002,chr5,82200001,82300000,0.38099,0.61901,0
9003,chr5,82300001,82400000,0.37109,0.62891,0
9004,chr5,82400001,82500000,0.35372,0.64628,0
9005,chr5,82500001,82600000,0.34551,0.65449,0
9006,chr5,82600001,82700000,0.36214,0.63786,0
9007,chr5,82700001,82800000,0.37845,0.62155,0
9008,chr5,82800001,82900000,0.36899,0.63101,0
9009,chr5,82900001,83000000,0.37097,0.62903,0
9010,chr5,83000001,83100000,0.37875,0.62125,0
9011,chr5,83100001,83200000,0.36587,0.63413,0
9012,chr5,83200001,83300000,0.35251,0.64749,0
9013,chr5,83300001,83400000,0.36102,0.63898,0
9014,chr5,83400001,83500000,0.35258,0.64742,0
9015,chr5,83500001,83600000,0.35622,0.64378,0
9016,chr5,83600001,83700000,0.35447,0.64553,0
9017,chr5,83700001,83800000,0.35082,0.64918,0
9018,chr5,83800001,83900000,0.35018,0.64982,0
9019,chr5,83900001,84000000,0.36242,0.63758,0
9020,chr5,84000001,84100000,0.33742,0.66258,0
9021,chr5,84100001,84200000,0.3513,0.6487,0
9022,chr5,84200001,84300000,0.33755,0.66245,0
9023,chr5,84300001,84400000,0.33781,0.66219,0
9024,chr5,84400001,84500000,0.34499,0.65501,0
9025,chr5,84500001,84600000,0.33673,0.66327,0
9026,chr5,84600001,84700000,0.33436,0.66564,0
9027,chr5,84700001,84800000,0.35062,0.64938,0
9028,chr5,84800001,84900000,0.34415,0.65585,0
9029,chr5,85000001,85100000,0.34421,0.65579,0
9030,chr5,85100001,85200000,0.34913,0.65087,0
9031,chr5,85200001,85300000,0.34027,0.65973,0
9032,chr5,85300001,85400000,0.33872,0.66128,0
9033,chr5,85400001,85500000,0.34651,0.65349,0
9034,chr5,85500001,85600000,0.37043,0.62957,0
9035,chr5,85600001,85700000,0.33583,0.66417,0
9036,chr5,85700001,85800000,0.35378,0.64622,0
9037,chr5,85800001,85900000,0.35848,0.64152,0
9038,chr5,85900001,86000000,0.36339,0.63661,0
9039,chr5,86000001,86100000,0.36531,0.63469,0
9040,chr5,86100001,86200000,0.3634,0.6366,0
9041,chr5,86200001,86300000,0.35206,0.64794,0
9042,chr5,86300001,86400000,0.37993,0.62007,0
9043,chr5,86400001,86500000,0.37636,0.62364,0
9044,chr5,86500001,86600000,0.3769,0.6231,0
9045,chr5,86600001,86700000,0.3502,0.6498,0
9046,chr5,86700001,86800000,0.36519,0.63481,0
9047,chr5,86800001,86900000,0.37386,0.62614,0
9048,chr5,86900001,87000000,0.34439,0.65561,0
9049,chr5,87000001,87100000,0.35169,0.64831,0
9050,chr5,87100001,87200000,0.35933,0.64067,0
9051,chr5,87200001,87300000,0.37052,0.62948,0
9052,chr5,87300001,87400000,0.37328,0.62672,0
9053,chr5,87400001,87500000,0.37748,0.62252,0
9054,chr5,87500001,87600000,0.3607,0.6393,0
9055,chr5,87600001,87700000,0.37334,0.62666,0
9056,chr5,87700001,87800000,0.36566,0.63434,0
9057,chr5,87800001,87900000,0.36348,0.63652,0
9058,chr5,87900001,88000000,0.4021,0.5979,0
9059,chr5,88000001,88100000,0.37228,0.62772,0
9060,chr5,88100001,88200000,0.35157,0.64843,0
9061,chr5,88200001,88300000,0.36659,0.63341,0
9062,chr5,88300001,88400000,0.3689,0.6311,0
9063,chr5,88400001,88500000,0.35799,0.64201,0
9064,chr5,88500001,88600000,0.36791,0.63209,0
9065,chr5,88600001,88700000,0.34709,0.65291,0
9066,chr5,88700001,88800000,0.35335,0.64665,0
9067,chr5,88800001,88900000,0.35795,0.64205,0
9068,chr5,88900001,89000000,0.36275,0.63725,0
9069,chr5,89000001,89100000,0.35151,0.64849,0
9070,chr5,89100001,89200000,0.35953,0.64047,0
9071,chr5,89200001,89300000,0.35491,0.64509,0
9072,chr5,89300001,89400000,0.36572,0.63428,0
9073,chr5,89400001,89500000,0.38144,0.61856,0
9074,chr5,89500001,89600000,0.37132,0.62868,0
9075,chr5,89600001,89700000,0.36627,0.63373,0
9076,chr5,89700001,89800000,0.37417,0.62583,0
9077,chr5,89800001,89900000,0.38175,0.61825,0
9078,chr5,89900001,90000000,0.35838,0.64162,0
9079,chr5,90000001,90100000,0.36738,0.63262,0
9080,chr5,90100001,90200000,0.36988,0.63012,0
9081,chr5,90200001,90300000,0.36523,0.63477,0
9082,chr5,90300001,90400000,0.37458,0.62542,0
9083,chr5,90500001,90600000,0.40562,0.59438,0
9084,chr5,90600001,90700000,0.40705,0.59295,0
9085,chr5,90700001,90800000,0.37938,0.62062,0
9086,chr5,90800001,90900000,0.3647,0.6353,0
9087,chr5,90900001,91000000,0.35065,0.64935,0
9088,chr5,91000001,91100000,0.35475,0.64525,0
9089,chr5,91100001,91200000,0.35306,0.64694,0
9090,chr5,91200001,91300000,0.34471,0.65529,0
9091,chr5,91300001,91400000,0.34891,0.65109,0
9092,chr5,91400001,91500000,0.33293,0.66707,0
9093,chr5,91500001,91600000,0.36606,0.63394,0
9094,chr5,91600001,91700000,0.17047,0.32953,0
9095,chr5,91700001,91800000,0.34787,0.65213,0
9096,chr5,91800001,91900000,0.34543,0.65457,0
9097,chr5,91900001,92000000,0.34487,0.65513,0
9098,chr5,92000001,92100000,0.34128,0.65872,0
9099,chr5,92100001,92200000,0.36647,0.63353,0
9100,chr5,92200001,92300000,0.36132,0.63868,0
9101,chr5,92300001,92400000,0.35128,0.64872,0
9102,chr5,92400001,92500000,0.37001,0.62999,0
9103,chr5,92500001,92600000,0.3733,0.6267,0
9104,chr5,92600001,92700000,0.38925,0.61075,0
9105,chr5,92700001,92800000,0.38421,0.61579,0
9106,chr5,92800001,92900000,0.36079,0.63921,0
